,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
335,49,blue-collar,married,secondary,no,30,yes,no,unknown,5,5,135,4,-1,0,unknown,no
338,51,admin.,single,secondary,yes,-2,no,no,unknown,5,5,402,3,-1,0,unknown,no
340,41,blue-collar,single,secondary,no,842,yes,no,unknown,5,5,144,3,-1,0,unknown,no
341,43,management,divorced,secondary,no,693,yes,no,unknown,5,5,124,3,-1,0,unknown,no
342,40,blue-collar,divorced,secondary,no,-333,yes,no,unknown,5,5,183,2,-1,0,unknown,no
343,50,blue-collar,married,primary,no,1533,yes,no,unknown,5,5,325,2,-1,0,unknown,no
344,34,management,married,tertiary,no,46,yes,no,unknown,5,5,39,4,-1,0,unknown,no
345,53,services,married,unknown,no,18,no,no,unknown,5,5,503,2,-1,0,unknown,no
346,45,technician,married,secondary,no,44,yes,no,unknown,5,5,95,4,-1,0,unknown,no
347,39,blue-collar,married,primary,no,-100,yes,no,unknown,5,5,680,2,-1,0,unknown,no
348,44,services,married,tertiary,no,510,yes,no,unknown,5,5,421,4,-1,0,unknown,no
349,55,management,married,tertiary,no,685,yes,no,unknown,5,5,174,3,-1,0,unknown,no
351,45,blue-collar,married,secondary,no,66,yes,no,unknown,5,5,808,2,-1,0,unknown,no
353,36,blue-collar,married,secondary,no,0,yes,no,unknown,5,5,195,2,-1,0,unknown,no
354,59,unknown,divorced,unknown,no,27,no,no,unknown,5,5,347,3,-1,0,unknown,no
355,31,admin.,single,secondary,no,12,yes,no,unknown,5,5,208,2,-1,0,unknown,no
356,44,blue-collar,single,secondary,no,34,yes,no,unknown,5,5,404,4,-1,0,unknown,no
357,33,entrepreneur,single,tertiary,no,1068,yes,no,unknown,5,5,396,2,-1,0,unknown,no
358,40,blue-collar,married,secondary,no,211,yes,no,unknown,5,5,216,4,-1,0,unknown,no
359,46,admin.,single,tertiary,no,377,yes,no,unknown,5,5,98,2,-1,0,unknown,no
361,42,services,married,secondary,no,1263,yes,no,unknown,6,5,114,2,-1,0,unknown,no
362,27,services,married,secondary,no,8,yes,no,unknown,6,5,88,3,-1,0,unknown,no
363,48,admin.,married,secondary,no,126,yes,yes,unknown,6,5,379,2,-1,0,unknown,no
364,59,admin.,married,secondary,no,230,yes,no,unknown,6,5,190,3,-1,0,unknown,no
365,46,technician,married,tertiary,no,841,yes,no,unknown,6,5,158,1,-1,0,unknown,no
367,43,management,divorced,tertiary,no,1,yes,no,unknown,6,5,306,1,-1,0,unknown,no
372,37,blue-collar,married,secondary,no,1293,no,no,unknown,6,5,652,1,-1,0,unknown,no
375,49,blue-collar,single,secondary,no,143,yes,no,unknown,6,5,83,1,-1,0,unknown,no
376,38,admin.,single,secondary,no,393,no,no,unknown,6,5,184,2,-1,0,unknown,no
378,33,management,married,tertiary,no,0,yes,no,unknown,6,5,290,1,-1,0,unknown,no
379,55,blue-collar,married,secondary,no,224,yes,no,unknown,6,5,232,1,-1,0,unknown,no
380,38,blue-collar,married,secondary,no,757,yes,no,unknown,6,5,133,1,-1,0,unknown,no
381,49,services,married,secondary,no,245,yes,yes,unknown,6,5,318,1,-1,0,unknown,no
382,40,management,married,secondary,no,8486,no,no,unknown,6,5,260,3,-1,0,unknown,no
383,43,admin.,married,unknown,no,350,no,no,unknown,6,5,437,1,-1,0,unknown,no
384,38,blue-collar,married,secondary,no,20,yes,no,unknown,6,5,402,1,-1,0,unknown,no
385,58,services,married,secondary,no,1667,yes,yes,unknown,6,5,85,1,-1,0,unknown,no
386,57,technician,married,unknown,no,345,yes,no,unknown,6,5,125,1,-1,0,unknown,no
387,32,unemployed,married,secondary,no,10,yes,no,unknown,6,5,501,4,-1,0,unknown,no
388,56,management,married,tertiary,no,830,yes,yes,unknown,6,5,1201,1,-1,0,unknown,yes
389,58,blue-collar,divorced,unknown,no,29,yes,no,unknown,6,5,253,1,-1,0,unknown,no
390,60,retired,divorced,secondary,no,545,yes,no,unknown,6,5,1030,1,-1,0,unknown,yes
391,37,technician,married,tertiary,no,8730,yes,no,unknown,6,5,149,1,-1,0,unknown,no
392,46,technician,divorced,tertiary,no,477,yes,no,unknown,6,5,114,1,-1,0,unknown,no
393,27,admin.,married,secondary,no,4,yes,no,unknown,6,5,243,1,-1,0,unknown,no
394,43,blue-collar,married,secondary,no,1205,yes,no,unknown,6,5,769,2,-1,0,unknown,no
395,32,technician,single,secondary,no,0,yes,yes,unknown,6,5,135,3,-1,0,unknown,no
396,40,admin.,single,secondary,no,263,yes,no,unknown,6,5,231,1,-1,0,unknown,no
397,38,admin.,married,secondary,no,1,no,no,unknown,6,5,76,1,-1,0,unknown,no
398,34,blue-collar,married,secondary,no,283,no,yes,unknown,6,5,199,1,-1,0,unknown,no
399,47,blue-collar,married,primary,no,206,yes,no,unknown,6,5,152,1,-1,0,unknown,no
401,48,technician,married,secondary,no,141,yes,yes,unknown,6,5,424,1,-1,0,unknown,no
403,50,services,married,secondary,no,206,yes,no,unknown,6,5,154,1,-1,0,unknown,no
404,52,technician,married,unknown,no,7,no,no,unknown,6,5,203,2,-1,0,unknown,no
405,50,management,married,tertiary,no,0,no,no,unknown,6,5,326,1,-1,0,unknown,no
406,58,retired,married,tertiary,no,0,no,no,unknown,6,5,393,1,-1,0,unknown,no
407,46,blue-collar,divorced,primary,no,1927,yes,no,unknown,6,5,241,3,-1,0,unknown,no
408,38,technician,married,secondary,no,284,yes,no,unknown,6,5,483,1,-1,0,unknown,no
409,46,blue-collar,married,secondary,no,1660,yes,no,unknown,6,5,259,1,-1,0,unknown,no
410,32,services,single,secondary,no,406,yes,no,unknown,6,5,227,1,-1,0,unknown,no
411,51,blue-collar,married,primary,no,230,yes,no,unknown,6,5,673,1,-1,0,unknown,no
412,39,admin.,single,secondary,no,-25,yes,no,unknown,6,5,576,1,-1,0,unknown,no
413,48,admin.,married,secondary,no,182,yes,no,unknown,6,5,180,2,-1,0,unknown,no
415,34,admin.,divorced,secondary,no,67,yes,no,unknown,6,5,90,1,-1,0,unknown,no
416,40,technician,married,secondary,no,77,no,no,unknown,6,5,505,1,-1,0,unknown,no
418,52,blue-collar,divorced,primary,no,55,yes,yes,unknown,6,5,186,1,-1,0,unknown,no
419,33,technician,married,secondary,yes,72,yes,no,unknown,6,5,623,1,-1,0,unknown,no
420,49,management,single,tertiary,no,163,yes,no,unknown,6,5,496,3,-1,0,unknown,no
421,32,management,single,tertiary,no,151,yes,no,unknown,6,5,118,1,-1,0,unknown,no
423,40,blue-collar,married,secondary,no,0,yes,no,unknown,6,5,225,1,-1,0,unknown,no
424,38,technician,single,tertiary,no,9,yes,no,unknown,6,5,185,3,-1,0,unknown,no
425,43,management,married,secondary,no,375,yes,no,unknown,6,5,196,2,-1,0,unknown,no
426,39,services,married,secondary,no,1142,yes,no,unknown,6,5,276,1,-1,0,unknown,no
427,54,blue-collar,married,primary,no,2102,yes,no,unknown,6,5,76,1,-1,0,unknown,no
428,38,technician,single,tertiary,no,4325,yes,no,unknown,6,5,87,1,-1,0,unknown,no
429,40,blue-collar,married,secondary,no,217,yes,no,unknown,6,5,195,1,-1,0,unknown,no
430,55,admin.,married,secondary,no,131,yes,no,unknown,6,5,744,1,-1,0,unknown,no
431,42,management,married,tertiary,no,1680,yes,no,unknown,6,5,765,1,-1,0,unknown,no
432,39,blue-collar,married,secondary,no,0,yes,no,unknown,6,5,262,1,-1,0,unknown,no
433,40,blue-collar,married,primary,no,46,yes,no,unknown,6,5,119,1,-1,0,unknown,no
434,32,blue-collar,married,secondary,no,320,yes,no,unknown,6,5,198,2,-1,0,unknown,no
435,55,admin.,married,secondary,no,183,yes,no,unknown,6,5,150,1,-1,0,unknown,no
436,45,blue-collar,married,secondary,no,39,no,no,unknown,6,5,241,1,-1,0,unknown,no
437,35,management,single,tertiary,no,560,yes,no,unknown,6,5,181,1,-1,0,unknown,no
438,58,technician,divorced,secondary,no,469,no,no,unknown,6,5,196,1,-1,0,unknown,no
439,35,admin.,married,secondary,no,530,yes,no,unknown,6,5,149,1,-1,0,unknown,no
440,49,services,married,primary,no,61,yes,no,unknown,6,5,246,1,-1,0,unknown,no
441,34,technician,single,tertiary,no,242,yes,no,unknown,6,5,112,1,-1,0,unknown,no
442,36,blue-collar,married,secondary,no,139,yes,no,unknown,6,5,309,2,-1,0,unknown,no
443,24,self-employed,single,secondary,no,0,yes,no,unknown,6,5,278,1,-1,0,unknown,no
444,34,technician,married,secondary,no,367,yes,no,unknown,6,5,140,1,-1,0,unknown,no
446,39,technician,single,unknown,no,45248,yes,no,unknown,6,5,1623,1,-1,0,unknown,yes
447,50,self-employed,married,unknown,no,-84,yes,no,unknown,6,5,101,1,-1,0,unknown,no
448,32,services,single,secondary,no,310,yes,no,unknown,6,5,144,1,-1,0,unknown,no
449,42,blue-collar,married,unknown,no,132,yes,no,unknown,6,5,238,1,-1,0,unknown,no
450,50,technician,married,secondary,no,797,yes,no,unknown,6,5,354,1,-1,0,unknown,no
451,40,services,married,secondary,no,71,no,no,unknown,6,5,79,1,-1,0,unknown,no
453,37,management,married,tertiary,no,231,yes,yes,unknown,6,5,451,2,-1,0,unknown,no
454,34,blue-collar,married,secondary,no,270,yes,yes,unknown,6,5,159,1,-1,0,unknown,no
455,44,blue-collar,married,secondary,no,274,yes,yes,unknown,6,5,409,1,-1,0,unknown,no
456,40,admin.,single,secondary,no,-109,yes,yes,unknown,6,5,170,1,-1,0,unknown,no
457,37,technician,married,secondary,no,1,yes,no,unknown,6,5,608,1,-1,0,unknown,yes
458,33,blue-collar,single,secondary,yes,-60,no,no,unknown,6,5,243,1,-1,0,unknown,no
459,35,blue-collar,married,secondary,no,89,yes,no,unknown,6,5,145,2,-1,0,unknown,no
460,58,blue-collar,divorced,secondary,no,-11,no,no,unknown,6,5,112,1,-1,0,unknown,no
461,39,blue-collar,married,primary,no,0,yes,no,unknown,6,5,262,2,-1,0,unknown,no
463,39,unemployed,married,primary,no,408,yes,no,unknown,6,5,53,1,-1,0,unknown,no
464,36,services,single,primary,no,58,yes,no,unknown,6,5,134,1,-1,0,unknown,no
465,57,retired,single,secondary,no,1640,no,yes,unknown,6,5,204,4,-1,0,unknown,no
466,36,admin.,single,secondary,no,20,yes,no,unknown,6,5,186,1,-1,0,unknown,no
467,50,blue-collar,married,primary,no,71,yes,no,unknown,6,5,678,1,-1,0,unknown,no
468,55,blue-collar,married,secondary,no,52,yes,no,unknown,6,5,182,1,-1,0,unknown,no
469,44,self-employed,married,tertiary,no,292,yes,no,unknown,6,5,162,1,-1,0,unknown,no
470,44,services,divorced,secondary,no,424,yes,no,unknown,6,5,27,1,-1,0,unknown,no
471,39,housemaid,single,primary,no,109,yes,no,unknown,6,5,699,3,-1,0,unknown,no
472,46,blue-collar,married,unknown,no,1044,yes,no,unknown,6,5,43,1,-1,0,unknown,no
473,39,blue-collar,married,secondary,no,983,yes,no,unknown,6,5,97,1,-1,0,unknown,no
474,34,admin.,married,secondary,no,869,no,no,unknown,6,5,1677,1,-1,0,unknown,yes
475,40,blue-collar,married,primary,no,668,yes,no,unknown,6,5,283,2,-1,0,unknown,no
477,31,management,single,secondary,no,301,yes,no,unknown,6,5,82,1,-1,0,unknown,no
478,37,admin.,single,secondary,no,140,yes,no,unknown,6,5,310,1,-1,0,unknown,no
479,39,management,single,secondary,no,1877,yes,no,unknown,6,5,185,1,-1,0,unknown,no
480,51,blue-collar,married,primary,no,1127,yes,no,unknown,6,5,47,1,-1,0,unknown,no
481,41,technician,married,secondary,no,871,yes,no,unknown,6,5,145,1,-1,0,unknown,no
482,41,technician,married,secondary,no,767,yes,yes,unknown,6,5,204,1,-1,0,unknown,no
483,43,blue-collar,married,secondary,no,0,no,no,unknown,6,5,187,1,-1,0,unknown,no
485,54,management,divorced,primary,no,0,no,no,unknown,6,5,472,1,-1,0,unknown,no
486,43,blue-collar,divorced,secondary,no,110,yes,yes,unknown,6,5,448,1,-1,0,unknown,no
487,59,management,divorced,tertiary,no,-76,yes,yes,unknown,6,5,264,1,-1,0,unknown,no
489,40,blue-collar,married,primary,no,-66,yes,no,unknown,6,5,288,1,-1,0,unknown,no
490,32,technician,married,secondary,no,0,yes,no,unknown,6,5,176,2,-1,0,unknown,no
491,29,blue-collar,married,secondary,no,1,yes,no,unknown,6,5,215,1,-1,0,unknown,no
492,36,blue-collar,married,secondary,no,0,yes,no,unknown,6,5,337,1,-1,0,unknown,no
493,55,unemployed,married,tertiary,no,5345,no,no,unknown,6,5,278,1,-1,0,unknown,no
495,39,admin.,single,secondary,no,0,yes,no,unknown,6,5,174,2,-1,0,unknown,no
496,39,blue-collar,divorced,secondary,no,42,yes,no,unknown,6,5,226,2,-1,0,unknown,no
497,50,blue-collar,divorced,secondary,no,41,yes,no,unknown,6,5,190,1,-1,0,unknown,no
498,44,blue-collar,married,secondary,no,-99,yes,no,unknown,6,5,111,2,-1,0,unknown,no
499,37,technician,single,secondary,no,17,yes,no,unknown,6,5,164,1,-1,0,unknown,no
500,46,admin.,married,primary,no,276,yes,yes,unknown,6,5,157,2,-1,0,unknown,no
501,32,technician,single,unknown,no,-170,no,no,unknown,6,5,46,1,-1,0,unknown,no
503,29,blue-collar,married,secondary,no,9,yes,no,unknown,6,5,349,1,-1,0,unknown,no
504,41,blue-collar,married,secondary,no,946,yes,no,unknown,6,5,325,1,-1,0,unknown,no
506,57,retired,divorced,secondary,no,-331,yes,no,unknown,6,5,531,1,-1,0,unknown,no
507,48,blue-collar,single,secondary,no,44,yes,no,unknown,6,5,153,1,-1,0,unknown,no
508,60,retired,married,secondary,yes,15,no,no,unknown,6,5,80,1,-1,0,unknown,no
509,26,admin.,single,secondary,no,712,yes,no,unknown,6,5,232,1,-1,0,unknown,no
510,58,retired,married,secondary,no,5435,yes,no,unknown,6,5,118,1,-1,0,unknown,no
511,34,admin.,married,secondary,no,507,yes,no,unknown,6,5,190,1,-1,0,unknown,no
512,55,unemployed,divorced,secondary,no,387,yes,no,unknown,6,5,918,1,-1,0,unknown,yes
513,41,blue-collar,married,primary,no,0,yes,yes,unknown,6,5,238,1,-1,0,unknown,no
514,50,management,divorced,secondary,no,1716,yes,no,unknown,6,5,82,1,-1,0,unknown,no
515,49,entrepreneur,married,secondary,no,167,yes,yes,unknown,6,5,198,3,-1,0,unknown,no
516,44,admin.,married,unknown,no,40,no,yes,unknown,6,5,160,2,-1,0,unknown,no
517,44,blue-collar,married,primary,no,148,yes,no,unknown,6,5,211,1,-1,0,unknown,no
519,34,blue-collar,single,tertiary,no,1011,yes,no,unknown,6,5,136,1,-1,0,unknown,no
520,46,management,single,unknown,no,1527,yes,no,unknown,6,5,269,1,-1,0,unknown,no
521,42,management,married,tertiary,no,744,no,no,unknown,6,5,157,1,-1,0,unknown,no
523,29,management,single,tertiary,no,0,yes,no,unknown,6,5,211,1,-1,0,unknown,no
524,53,retired,married,primary,no,136,yes,no,unknown,6,5,267,2,-1,0,unknown,no
525,43,blue-collar,married,secondary,no,1335,yes,no,unknown,6,5,371,2,-1,0,unknown,no
527,46,management,married,tertiary,no,459,yes,no,unknown,6,5,221,1,-1,0,unknown,no
529,30,admin.,divorced,secondary,no,83,yes,yes,unknown,6,5,310,1,-1,0,unknown,no
530,44,blue-collar,married,primary,no,213,no,no,unknown,6,5,158,1,-1,0,unknown,no
531,31,housemaid,married,primary,no,203,yes,no,unknown,6,5,604,3,-1,0,unknown,no
532,42,services,single,secondary,no,518,yes,no,unknown,6,5,198,1,-1,0,unknown,no
533,40,management,single,tertiary,no,3877,yes,no,unknown,6,5,145,1,-1,0,unknown,no
534,52,admin.,married,secondary,no,1236,yes,no,unknown,6,5,247,1,-1,0,unknown,no
535,45,blue-collar,divorced,secondary,no,756,yes,no,unknown,6,5,179,2,-1,0,unknown,no
536,48,blue-collar,married,secondary,no,157,yes,no,unknown,6,5,73,1,-1,0,unknown,no
537,45,blue-collar,married,primary,no,-66,yes,no,unknown,6,5,263,2,-1,0,unknown,no
538,34,blue-collar,married,unknown,no,245,yes,no,unknown,6,5,13,1,-1,0,unknown,no
539,34,blue-collar,married,primary,no,-144,yes,no,unknown,6,5,79,2,-1,0,unknown,no
540,46,blue-collar,married,secondary,no,71,yes,no,unknown,6,5,416,1,-1,0,unknown,no
541,49,services,divorced,secondary,no,505,yes,no,unknown,6,5,162,1,-1,0,unknown,no
542,50,technician,married,primary,no,249,yes,no,unknown,6,5,129,1,-1,0,unknown,no
544,40,unemployed,single,secondary,no,11,yes,no,unknown,6,5,43,1,-1,0,unknown,no
545,36,admin.,married,secondary,no,639,yes,no,unknown,6,5,191,1,-1,0,unknown,no
546,59,blue-collar,divorced,unknown,no,124,yes,no,unknown,6,5,26,1,-1,0,unknown,no
547,45,blue-collar,married,secondary,no,82,yes,no,unknown,6,5,250,1,-1,0,unknown,no
548,36,self-employed,married,tertiary,no,107,yes,no,unknown,6,5,146,1,-1,0,unknown,no
549,56,services,married,secondary,no,473,yes,no,unknown,6,5,416,1,-1,0,unknown,no
550,42,services,divorced,secondary,no,372,yes,yes,unknown,6,5,121,2,-1,0,unknown,no
551,30,admin.,married,secondary,no,46,yes,no,unknown,6,5,114,2,-1,0,unknown,no
552,30,student,single,tertiary,no,34,yes,no,unknown,6,5,289,1,-1,0,unknown,no
553,47,self-employed,married,unknown,no,935,yes,no,unknown,6,5,225,1,-1,0,unknown,no
555,36,admin.,married,secondary,no,-106,yes,no,unknown,6,5,130,2,-1,0,unknown,no
557,56,admin.,divorced,secondary,no,778,yes,no,unknown,6,5,149,2,-1,0,unknown,no
558,39,blue-collar,divorced,unknown,no,170,yes,no,unknown,6,5,268,2,-1,0,unknown,no
559,42,technician,married,secondary,no,315,yes,no,unknown,6,5,259,2,-1,0,unknown,no
560,52,blue-collar,married,secondary,no,3165,no,no,unknown,6,5,26,1,-1,0,unknown,no
561,36,admin.,divorced,secondary,no,131,yes,no,unknown,6,5,153,1,-1,0,unknown,no
562,35,entrepreneur,married,secondary,yes,204,yes,no,unknown,6,5,424,2,-1,0,unknown,no
563,47,technician,married,secondary,no,83,yes,no,unknown,6,5,179,2,-1,0,unknown,no
564,59,services,divorced,secondary,no,0,yes,yes,unknown,6,5,97,1,-1,0,unknown,no
565,57,blue-collar,married,primary,no,5431,yes,yes,unknown,6,5,383,1,-1,0,unknown,no
566,38,management,married,unknown,no,1759,yes,no,unknown,6,5,440,1,-1,0,unknown,no
569,28,services,single,secondary,no,5090,yes,no,unknown,6,5,1297,3,-1,0,unknown,yes
570,38,technician,married,unknown,no,573,yes,no,unknown,6,5,87,1,-1,0,unknown,no
571,56,blue-collar,married,secondary,no,1602,yes,no,unknown,6,5,427,1,-1,0,unknown,no
573,52,technician,married,unknown,no,0,no,no,unknown,6,5,195,1,-1,0,unknown,no
574,54,services,married,secondary,no,193,no,no,unknown,6,5,179,1,-1,0,unknown,no
575,61,retired,married,secondary,no,195,yes,yes,unknown,6,5,179,1,-1,0,unknown,no
576,53,entrepreneur,married,secondary,no,288,no,no,unknown,6,5,69,1,-1,0,unknown,no
577,47,technician,married,secondary,no,19,yes,no,unknown,6,5,105,2,-1,0,unknown,no
578,53,blue-collar,married,primary,no,25,yes,no,unknown,6,5,266,3,-1,0,unknown,no
579,46,services,married,secondary,no,216,yes,no,unknown,6,5,524,2,-1,0,unknown,no
580,39,blue-collar,divorced,primary,no,190,yes,yes,unknown,6,5,96,2,-1,0,unknown,no
582,55,services,divorced,primary,no,2298,yes,no,unknown,6,5,162,2,-1,0,unknown,no
583,44,management,married,tertiary,no,17,yes,no,unknown,6,5,352,2,-1,0,unknown,no
584,37,technician,married,primary,no,0,yes,no,unknown,6,5,76,4,-1,0,unknown,no
585,35,blue-collar,married,primary,no,0,yes,no,unknown,6,5,154,2,-1,0,unknown,no
586,55,blue-collar,married,secondary,no,840,yes,no,unknown,6,5,310,2,-1,0,unknown,no
587,37,services,married,secondary,no,358,yes,no,unknown,6,5,390,3,-1,0,unknown,no
589,37,blue-collar,married,primary,no,-325,yes,yes,unknown,6,5,112,2,-1,0,unknown,no
590,36,technician,single,secondary,no,-15,yes,no,unknown,6,5,341,3,-1,0,unknown,no
591,38,technician,married,secondary,no,581,yes,no,unknown,6,5,79,1,-1,0,unknown,no
592,41,admin.,divorced,primary,no,4070,yes,no,unknown,6,5,140,2,-1,0,unknown,no
594,55,services,divorced,secondary,no,141,yes,no,unknown,6,5,262,2,-1,0,unknown,no
595,28,services,divorced,secondary,no,89,no,no,unknown,6,5,174,2,-1,0,unknown,no
596,54,services,married,secondary,yes,0,yes,no,unknown,6,5,138,3,-1,0,unknown,no
598,48,technician,married,tertiary,no,310,no,no,unknown,6,5,135,1,-1,0,unknown,no
599,31,self-employed,married,secondary,no,0,yes,no,unknown,6,5,36,5,-1,0,unknown,no
600,38,blue-collar,married,secondary,no,384,yes,no,unknown,6,5,1906,3,-1,0,unknown,no
601,37,blue-collar,married,secondary,no,395,yes,no,unknown,6,5,219,2,-1,0,unknown,no
602,37,services,single,unknown,no,-118,yes,no,unknown,6,5,147,2,-1,0,unknown,no
603,56,blue-collar,married,primary,no,5,yes,yes,unknown,6,5,407,2,-1,0,unknown,no
604,51,blue-collar,married,secondary,no,50,yes,yes,unknown,6,5,121,1,-1,0,unknown,no
605,39,blue-collar,married,secondary,no,285,yes,yes,unknown,6,5,209,1,-1,0,unknown,no
606,49,technician,married,unknown,no,15,no,no,unknown,6,5,92,2,-1,0,unknown,no
607,51,blue-collar,married,primary,no,653,yes,yes,unknown,6,5,208,1,-1,0,unknown,no
608,43,self-employed,married,secondary,no,918,yes,no,unknown,6,5,193,1,-1,0,unknown,no
609,32,services,married,secondary,no,243,yes,yes,unknown,6,5,144,1,-1,0,unknown,no
610,29,technician,single,tertiary,no,405,yes,no,unknown,6,5,65,1,-1,0,unknown,no
611,48,management,divorced,tertiary,no,1328,yes,no,unknown,6,5,339,1,-1,0,unknown,no
613,53,blue-collar,married,secondary,no,3397,yes,no,unknown,6,5,231,1,-1,0,unknown,no
614,47,technician,married,unknown,no,2106,yes,no,unknown,6,5,168,1,-1,0,unknown,no
615,39,management,married,tertiary,no,2877,yes,no,unknown,6,5,278,1,-1,0,unknown,no
617,39,blue-collar,married,primary,no,2226,yes,no,unknown,6,5,158,1,-1,0,unknown,no
619,40,technician,single,unknown,no,-5,yes,no,unknown,6,5,78,2,-1,0,unknown,no
620,48,technician,married,secondary,no,147,no,no,unknown,6,5,142,3,-1,0,unknown,no
621,33,technician,divorced,secondary,no,7,yes,yes,unknown,6,5,87,1,-1,0,unknown,no
622,40,technician,married,secondary,no,109,yes,no,unknown,6,5,147,2,-1,0,unknown,no
624,30,technician,married,secondary,no,484,yes,no,unknown,6,5,703,1,-1,0,unknown,yes
625,31,management,single,tertiary,no,1852,yes,no,unknown,6,5,170,3,-1,0,unknown,no
626,35,unemployed,married,secondary,no,533,yes,no,unknown,6,5,802,1,-1,0,unknown,no
627,54,technician,divorced,secondary,no,21,yes,no,unknown,6,5,381,2,-1,0,unknown,no
628,34,admin.,single,unknown,no,2434,yes,no,unknown,6,5,218,4,-1,0,unknown,no
